artist,title,album,date,lyrics,lyrics_count,lyrics_unique_count,unique_ratio,most_common_lyrics,most_common_count_lyrics
Coldplay,Don’t Panic,Parachutes,10/07/2000,bones sinking like stones all that we've fought for homes places we've grown all of us are done for and we live in a beautiful world yeah we do yeah we do we live in a beautiful world bones sinking like stones all that we've fought for homes places we've grown all of us are done for and we live in a beautiful world yeah we do yeah we do we live in a beautiful world and we live in a beautiful world yeah we do yeah we do we live in a beautiful world oh all that i know there's nothing here to run from 'cause yeah everybody here's got somebody to lean on,115,41,0.357,['we'],[12]
Coldplay,Charlie Brown,Mylo Xyloto,19/10/2011,i stole a key took a car downtown where the lost boys meet i took a car downtown and took what they offered me to set me free i saw the lights go down at the end of the scene i saw the lights go down and they're standing in front of me my scarecrow dreams when they smashed my heart into smithereens i be a bright red rose come bursting the concrete be the cartoon heart light a fire light a spark light a fire a flame in my heart we'll run wild oh we'll be glowing in the dark we'll be glowing in the dark all the boys all the girls all the madness in the world all the boys all the girls all the madness that occurs all the highs all the lows as the room is spinning oh we'll run wild oh we'll be glowing in the dark so we soar luminescent and wired we'll be glowing in the dark,164,75,0.457,['the'],[21]
Coldplay,Fun,A Head Full of Dreams,04/12/2015,i know it's over before she says i know the falls that the water face i know it's over an ocean that waits for a storm the sun and snow rivers in rain crystal ball can foresee a change and i know it's over a parting of ways and it's done but didn't we have fun? don't say it was all a waste didn't we have fun? oh-oooh-ooh from the top of the world the top of the waves we said forever forever always we could have been lost we would have been saved oh i-aaah now we're stopping the world stopping its spin oh come on don't give up don't say we give in don't say it's over don't say we're done oh didn't we have fun? woo-ooh-ooh-ooh oh didn't we have fun? i know it's over before she says know someone else has taken your place i know it's over icarus says to the sun the swirl sinks in lightning strikes and two force two forces collide and fight til it's over fight til it's done ah-ah-ah but didn't we have fun? don't say it was all a waste didn't we have fun? oh-oooh-ooh from the top of the world the top of the waves you said forever forever always we could have been lost we would have been saved oh i-aaah now we're stopping the world stopping its tracks but nothing's too broken to find a way back so before it's over before you run ah didn't we have fun? just you and me we were always meant to always meant to be we were always meant to always meant to you and me we were always meant to always meant to be oh-oh-oh-oh oh didn't we have fun? oh-oh-oh-oh oh didn't we have fun? but then maybe we could again,304,108,0.355,['we'],[19]
Coldplay,Amazing Day,A Head Full of Dreams,04/12/2015,"we sat on a roof named every star shared every bruise and showed every scar hope has its proof your hand in mine saying ""life has a beautiful crazy design"" and time seemed to say ""forget the world and its weight"" here i just want to stay amazing day amazing day we sat on a roof named every star you showed me a place where you can be who you are and the view the whole milky way in your eyes i drifted away and in your arms i just want to sway amazing day amazing day amazing day amazing day oh oh oh and i asked can the birds in poetry chime? can there be breaks in the chaos sometimes? oh thanks god he must've heard when i prayed 'cause now i always want to feel this way amazing day amazing day amazing day oh amazing day everyday",149,80,0.537,['amazing'],[10]
Coldplay,Speed of Sound,X&Y,18/04/2005,how long before i get in before it starts before i begin how long before you decide before i know what it feels like where to? where do i go? if you've never tried then you'll never know how long do i have to climb up on the side of this mountain of mine look up i look up at night planets are moving at the speed of light climb up up in the trees every chance that you get is a chance you seize how long am i gonna can stand with my head stuck under the sand i'll start before i can stop before i see thing the right way up all that noise all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand ideas that you'll never find or the inventors could never design the buildings that you put up japan and china all lit up the sign that i couldn't read or the light that i couldn't see some things you have to believe but others are puzzles puzzling me all that noise all that sound all those places i got found and birds go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand if you could see it then you'd understand all those signs i knew what they meant something you can't invent some get made and some get sent ooh words go flying at the speed of sound to show you how it all began birds came flying from the underground if you could see it then you'd understand oh when you see it then you'll understand,310,121,0.39,['the'],[15]
Coldplay,A Head Full of Dreams,A Head Full of Dreams,19/08/2016,oh i think i landed in a world i hadn't seen when i'm feeling ordinary when i don't know what i mean oh i think landed where there are miracles at work for the thirst and for the hunger come the conference of birds saying it's true it's not what it seems leave your broken windows open and in the light just streams and you get a head a head full of dreams you can see the change you want to be what you want to be then you get a head a head full of dreams into life i've just been spoken with a head full a head full of dreams oh i think landed where there are miracles at work when you've got me open handed when you got me lost for words i sing oh oh oh oh oh oh oh oh a head full of dreams oh oh oh oh a head full of dreams oh oh oh oh into life i've just been spoken with a head full a head full of dreams,178,71,0.399,['oh'],[19]
Coldplay,Warning Sign,A Rush of Blood to the Head,26/08/2002,a warning sign i missed the good part then i realised i started looking and the bubble burst i started looking for excuses come on in i've gotta tell you what a state i'm in i've gotta tell you in my loudest tone that i started looking for a warning sign when the truth is i miss you yeah the truth is that i miss you so a warning sign you came back to haunt me and i realised that you were an island and i passed you by and you were an island to discover come on in i've gotta tell you what a state i'm in i've got to tell you in my loudest tone that i started looking for a warning sign when the truth is i miss you yeah the truth is that i miss you so and i'm tired i shouldn't have let you go so i crawl back into your open arms yes i crawl back into your open arms and i crawl back into your open arms yes i crawl back into your open arms,182,60,0.33,['i'],[17]
Coldplay,Amsterdam,A Rush of Blood to the Head,26/08/2002,come on my star is fading and i swerve out of control if i if i'd only waited i'd not be stuck here in this hole come here my star is fading and i swerve out of control and i swear i waited and waited i've got to get out of this hole but time is on your side it's on your side now not pushing you down and all around no it's no cause for concern come on oh my star is fading and i see no chance of release and i know i'm dead on the surface but i am screaming underneath and time is on your side it's on your side now not pushing you down and all around no it's no cause for concern stuck on the end of this ball and chain and i'm on my way back down again stood on a bridge tied to a noose sick to the stomach you can say what you mean but it won't change a thing i'm sick of our secrets stood on the edge tied to the noose you came along and you cut me loose you came along and you cut me loose you came along and you cut me loose,206,84,0.408,['and'],[14]
Coldplay,Cry Cry Cry,Everyday Life,22/11/2019,"cry cry cry baby cry cry cry in a book about the world called ""the luminous things"" there are trees and flowers growing while jizo bodhisattva sings ""when you cry cry cry baby when you cry cry cry when you cry cry cry baby i'll be by your side"" don't want us to hurt each other or cause each other pain don't want to fear what we don't know we're in this together baby we're as singing is to rain so i never ever ever let you go when you cry cry cry baby when you cry cry cry when you cry cry cry baby i'll be by your side ooh yeah ooh yeah for your miracles outnumber all the stars out in the sky",125,67,0.536,['cry'],[24]
Coldplay,Lost!,Viva La Vida or Death and All His Friends,12/06/2008,just because i'm losing doesn't mean i'm lost doesn't mean i'll stop doesn't mean i will cross just because i'm hurting doesn't mean i'm hurt doesn't mean i didn't get what i deserve no better and no worse i just got lost every river that i've tried to cross and every door i ever tried was locked ooh-oh and i'm just waiting till the shine wears off you might be a big fish in a little pond doesn't mean you've won 'cause along may come a bigger one and you'll be lost every river that you tried to cross every gun you ever held went off ooh-oh and i'm just waiting till the firing starts ooh-oh and i'm just waiting till the shine wears off ooh-oh and i'm just waiting till the shine wears off ooh-oh and i'm just waiting till the shine wears off merci à fennoud pour cettes paroles,151,69,0.457,"[""i'm""]",[9]
Coldplay,A L I E N S,Kaleidoscope [EP],07/07/2017,we were just about to lose our home diamonds ate the radio moving in the dead of night we took photographs just some just so history has some to know we were moving at the speed of flight kids cry if you want to that's alright if you want to hold me hold me tight just an alien we were hovering without a home millions are ufo hovering in hope some scope tonight sees the light and says fly if you want to that's alright but if you want to call me call this line just an alien just an alien oh we just want to get home again tell your leader sir or ma'am we come in peace we mean no harm somewhere out there in the unknown all the e t 's are phoning home watching my life on the skyline crossing your eyes for a lifetime just an alien moving target target movement oh we just a patch a corner want to get home again of the spacetime turning toward it turning pages over asia crossing ages just an alien oh we just want to get home again,191,101,0.529,['just'],[11]
Coldplay,Hymn for the Weekend (Seeb Remix),Hymn for the Weekend (Remixes),14/05/2016,from me drink from me oh-ah-oh-ah then we shoot across the sky symphony so high so high then we shoot across the sky oh angel sent from up above you know you make my world light up when i was down when i was hurt you came to lift me up life is a drink and love's a drug oh now i think i must be miles up when i was a river dried up you came to rain a flood and said drink from me drink from me when i was so thirsty pour on a symphony now i just can't get enough put your wings on me wings on me when i was so heavy pour on a symphony when i'm low low low low ah-oh-ah-oh-ah got me feeling drunk and high so high so high oh-ah-oh-ah-oh-ah now i'm feeling drunk and high so high so high woo woo-ooo-ooo-woo oh angel sent from up above i feel you coursing through my blood life is a drink and your love's about to make the stars come out put your wings on me wings on me when i was so heavy pour on a symphony when i'm low low low low ah-oh-ah-oh-ah got me feeling drunk and high so high so high oh-ah-oh-ah-oh-ah i'm feeling drunk and high so high so high ah-oh-ah-oh-ah la la la la la la la so high so high ah-oh-ah-oh-ah i'm feeling drunk and high so high so high then we shoot across the sky then we shoot across the then we shoot across the sky then we shoot across the then we shoot across the sky then we shoot across the then we shoot across the sky then we shoot across the,288,77,0.267,['high'],[19]
